Tana35,4,-6.788362194359798263e-01,-7.998652585036714058e-01,7.877709455131608474e-01,-1.508434364666246363e+00,1.093225866805109803e+00,2.010865624855584788e-01,-1.738548298517202717e+00,-9.052815688832215740e-03,1.725065592822304372e-02,1.118272282268802043e+00,-1.725853427810328133e+00,3.014453682476981311e-01,-2.661575253739650648e+00,1.234176388295480598e+00,-4.858779141236930221e-01,7.584389940292389498e-02,-1.014006895507759687e-01,2.969894831732685647e-01,-2.897737200603025531e-01,2.381446147974024097e+00,-2.180290181174989073e+00,2.632648153462238572e+00,-1.519637189455656234e-01,6.138293553228669763e-01,-1.257466490829940442e-01,4.129747782401780309e-01,-3.181821547757837099e+00,9.230212364477454745e-01,1.221561562266130219e+00,-1.786999828910285526e+00,9.491801618458303169e-01,1.678230771787662556e+00,-7.507859643677250450e-01,-1.785026273993513879e+00,1.827569144767312137e+00,6.253246500375077011e-01,1.020439459040807462e+00,-4.389606281592171588e-01,1.783296283554174355e+00,-1.053316942115690269e+00,4.701679489352854624e-01,-1.523144853080714345e+00,3.278004786916372204e+00,-1.798339778561780733e+00,2.232433684935358542e+00,-8.426283900033946228e-01,1.049589731217388300e+00,-1.081353893617028383e+00,2.642857852267766483e-01,-1.295462795487492214e+00,8.470039835617609869e-01,-1.336797791710468308e+00,1.162337469290668723e+00,-8.716200577208070843e-01,8.145568106160346877e-01,-1.360736415090402662e+00,-8.047586708763303509e-01,-2.751227059490409244e-01,8.459651067749538456e-01,-1.030222404414904203e+00,4.416894770658053027e-01,-1.612737140541859182e-01,-3.824858643510926082e-01,-1.063024907051744794e+00,-3.621856062767665474e-01,1.334796182478425797e+00,-8.457353099914152184e-01,-1.552393155009943904e+00,2.439783647151393120e-01,2.478187323051986579e-01,7.330150458286270598e-02,-1.191440315505079006e+00,-7.600168018719802854e-01,6.360543563738761952e-01,1.550867914475527742e+00,8.383873728112394286e-01,-1.326115571811319116e+00,-2.248538672370360980e-01,-4.476158244437521971e-01,-9.239382621080291513e-02,2.815282857084696819e-02,1.934677292316788755e-01,-1.483338728171920362e+00,4.417175123251987912e-01,6.027285405108543381e-01,7.064861938640426553e-01,-1.113160803671895266e-01,5.314087358324640631e-01,-8.258997447975225947e-01,-1.269037085829568916e-02,-1.689759633061830524e+00,1.513132955570858362e+00,3.017191707520924804e-01,6.993264906006154691e-01,-8.811981998490611145e-01,4.506725578129481824e-01,-5.093288455651650004e-01,5.088124660420973999e-01,-5.333090269788312576e-02,-4.206812242894704679e-01
Hawassa35,1,6.615007244040508327e-01,5.721143701689720418e-01,-8.641812396215357017e-01,7.245053259903002640e-01,1.240337592341590744e-01,-2.950504148089299061e-01,6.955579286704491326e-02,9.851073639851923858e-01,1.430558042662378959e+00,-2.633777869492277546e-01,1.021611943086344176e+00,-5.027056183912675946e-01,4.418450466022961765e-01,5.555813854398106155e-01,-5.554316226529176781e-01,-2.514805477856784766e+00,-7.557760225885288285e-01,-2.299688429512445786e+00,6.738541753110072197e-02,-1.236271696225048622e-01,1.434262240279468248e+00,6.525883147295388209e-01,9.575811764473315946e-02,-6.012153742117502808e-02,-7.516868589149435786e-01,-1.095263821755612543e+00,2.022104407240400636e+00,-2.610864445889899965e-01,1.274355981445506547e+00,9.878360426201748812e-01,3.132029573700705338e-01,1.551140844020261422e+00,2.039337310922026969e-01,-3.070401660792490883e+00,-5.111995843976353815e-02,1.666863374565148159e-01,5.136563815171336644e-01,1.310445532684397785e+00,1.324461637832282879e+00,1.133340830150528555e+00,-8.747198297145099000e-01,-6.293922893762095017e-01,1.656975147300084883e+00,1.217538240463584387e+00,1.548456870277383990e+00,1.056022792702381086e+00,5.453539283301892526e-01,-1.310883315517350933e+00,3.996884420621877876e-01,1.973049686187938190e-01,9.507653153622437348e-01,6.160646313167019716e-01,-2.865681877151727286e-01,-3.227412196255310395e-01,-1.284747262076993968e-01,4.430498208094027501e-01,-1.020121391980067127e+00,6.712261363212678189e-01,1.652583851261739234e+00,7.910800028266867789e-01,-6.582817146424476684e-01,-7.862148758978250163e-01,-9.283137744428939797e-01,8.023119464043085292e-02,-8.543783809372980098e-01,2.442347138662419592e-01,-1.966854156285922084e-01,2.115469838088033794e-01,7.915438429567664969e-01,3.633318317643299267e-01,5.606154950118401592e-01,-4.630454078016692510e-01,4.747845458913476091e-01,1.373676405228344277e-01,1.010072387608504041e+00,-5.703196801724800258e-01,5.205942116957756882e-01,9.697440205817154935e-01,-4.403928185109672877e-01,4.676917775786265108e-01,-1.841297160608605710e+00,-5.011706939344920952e-01,-2.780754685515953589e-02,-2.554640753616696514e-01,3.767639911129556096e-01,5.890711287219853043e-01,3.487423456797322796e-01,-4.153356802958313443e-01,-2.603613157286545077e-01,-1.712331970937141026e-02,-3.023966475505200924e-01,-1.192860460227100461e+00,-6.697723103131362210e-01,-1.002140976330587324e-01,-1.823695286687231909e-01,-9.280521874547684180e-02,4.864637692914814959e-01,-4.605046320651540737e-01,-4.534603747043269850e-01,-1.695895127636488087e-01
Tana12,4,8.148503339200221518e-01,-3.592333963372305039e-01,1.294833827724628295e+00,2.130876631548188349e-02,4.590013857002349651e-01,-1.746372197268722670e-01,1.191948646880569118e+00,3.918241843240892752e-01,-5.185994191282631283e-01,1.706771754144238984e-01,-8.314948971720295123e-01,9.433985711243918493e-01,8.408947032427409596e-01,3.979335781757893931e-01,3.692618506487827523e-01,-8.921397149063187149e-01,6.180879915903193106e-02,-2.855983455130469903e-02,-1.427706863794730108e+00,-1.881134349436699993e-01,1.253460092737666676e+00,-4.084505690642243891e-01,-5.080909249080037826e-01,-3.735756569189531695e-01,-2.071962952587070306e-01,1.834488895318374391e-01,-3.956244301527599427e-01,2.044105147238804016e-02,-2.599848378950816441e-01,1.271644329811384422e+00,4.647815778507327633e-01,7.152714172120153702e-01,8.730432513286302543e-01,-7.364128611062862317e-01,-5.436465765030505937e-01,2.735726410129062369e-01,-2.950527470562757104e-01,-5.755248644428158089e-01,1.065788364432737279e+00,-1.534297799726729750e+00,3.993190107881217643e-01,5.810630086237378311e-02,5.478809983363514685e-02,4.977150220010941872e-01,-6.272220186379693363e-01,-1.393709264194591402e+00,1.102869263023713298e-01,-1.137050476293393064e-01,-6.959166987612336319e-01,-2.530886798894893541e-01,7.101379328134136415e-01,-2.543017720775973545e-01,4.719754311709388195e-01,-6.386242175811106536e-01,-5.528019516568027925e-01,1.394487583346884163e+00,-2.615970831982083467e-01,8.618560626955260595e-01,2.806294955994045326e-01,-4.074191754343941541e-01,5.659324480615506303e-01,-2.811060582618591375e-01,-6.858121169022556030e-02,-4.390169689604379172e-02,-2.003226302926299218e-01,1.286533600897112883e+00,1.062955432754930429e+00,9.028836319567389024e-02,4.251307072046436875e-01,-1.974947938363200983e-01,-2.532096052166685762e-01,-1.271521717381851602e-01,-8.666057225337265857e-01,1.081536592251450962e-01,5.598617126571224789e-01,9.974255094401578425e-01,2.525242690412089486e-01,1.574395053777226661e+00,-3.944380542686888869e-01,2.544126933690593617e-01,-3.225554892774104565e-01,-1.135705241105321006e+00,1.097541220374490534e-01,1.642279014809156223e-01,7.376788578170901944e-01,-1.103228729800979080e+00,1.951935868467440799e-02,3.792413913032984252e-01,-2.579583038754497681e-01,-1.895139465053259364e-01,-2.975089146635029880e-01,9.114157374148352808e-01,-4.871103721041858958e-01,1.475131037705061376e-01,6.120022948667577234e-01,-5.120570952230276696e-01,-5.819048639337036644e-01,2.753766558848007584e-01,-3.344300038045276702e-02,-2.719447835183907425e-01
Langano24,3,1.005609913232004271e-01,7.321131633760629143e-01,2.328633596344057421e-01,-9.713059647909459970e-01,9.776438062186150191e-01,-3.792524192068417177e-01,-2.350989009628879911e-01,-1.028111025320860850e-01,-6.010946702524950780e-01,6.584457058365189575e-01,4.015663346176211457e-01,-4.527931012820317069e-01,-1.662130989359937416e+00,2.906951434816759661e-01,1.875932433423279866e+00,4.847014500714784402e-02,-2.631222018198654311e+00,4.216557203903967821e-01,-8.283328721186919985e-01,1.243005234554147354e+00,-2.603696101735631374e-01,-2.429505389104324453e-01,2.190289853871493775e-01,1.202978669975685921e+00,2.446483023809310264e+00,-1.875562764319453901e+00,3.260923886906155755e-02,8.998013843733249084e-01,1.669271046801830805e+00,1.170431808156914277e+00,1.823221372366532034e+00,-1.792921392832017569e+00,-1.942411600820516115e+00,1.744234049223122029e-01,-5.405073616370599243e-01,1.509848390061330203e-01,-1.862172168923913018e+00,-1.646372859693266966e+00,1.688073429383406543e+00,-2.709115950396989714e+00,1.604390420595361577e-01,-5.460362523027489923e-01,-9.001236473178237940e-01,2.043624636226927915e+00,6.855988727037419517e-02,-1.304869361233642333e-01,-2.621625032491169183e+00,5.987388212940242260e-01,2.084377605094549779e-01,1.202002027954130803e+00,5.561916300703013682e-01,6.033672021032713273e-01,4.680494566179262406e-01,-2.478266152326664251e+00,1.319096858262964522e+00,-2.599488163082037118e-01,-1.457465168771485464e+00,-1.619549733118070267e-01,-1.388155168015085872e+00,-9.259923426618393806e-05,6.754161238258213906e-01,-9.276884914904292012e-01,-2.315006888831834878e-02,-9.949061329039389223e-01,-2.525042315163867901e-01,-1.568684415305145574e+00,-1.670074840207068645e+00,1.086498023152934200e+00,-9.619045532196119908e-01,-2.438461397588553847e-01,8.248959291169417618e-01,1.058868503832441466e+00,1.348144231721232211e-01,-7.467379792962730578e-02,6.890213453810197786e-01,8.322008841174330929e-01,-9.668125886040659367e-01,6.720346038115280196e-01,-4.259690596964464393e-01,5.750853491684181362e-01,6.464601411014900822e-01,7.239812230539042215e-01,4.055207682382150347e-02,-2.122203347122471606e-01,9.448822032716494013e-01,-3.925347224108020061e-01,-7.194027314920760086e-01,6.092360850144578066e-01,6.963770164162038645e-01,4.397639476555916249e-01,6.231774347194714014e-01,-1.425842399945286942e+00,1.610312073885767470e+00,-1.809249944733520576e-01,1.093244506623237466e+00,4.133656698779086813e-01,-8.049061621014732548e-01,1.982163304898198752e-01,1.642948406437925307e-02,-2.396639359792467408e-03
Hawassa14,1,-6.328335792312166364e-01,8.242543211027433259e-01,1.653872548791621711e-01,1.464322889182280374e+00,4.008363047035461146e-02,3.558269633579234648e-01,-1.308909707176006298e+00,-1.318840759983058053e+00,4.644967062048142026e-01,-1.629953769193910051e-01,-1.852094590352649506e-01,6.161086943416559381e-01,7.172086889826199130e-01,5.499926930473065384e-02,1.477563912148019076e+00,-7.841443526969779088e-01,-6.593405378555565743e-01,4.389231562540067411e-01,-8.516992457194170196e-01,-7.058885319173339168e-01,-2.761841080956106351e-02,1.379976757188376535e+00,-7.796578377390563919e-01,-4.215989611124718595e-01,-1.398269846621068790e+00,-1.325922043572340225e+00,1.373584564673694941e-01,-7.489704876135481193e-01,-1.151702241629651569e-01,8.778634026433043691e-02,9.825292275978461665e-02,2.588541440121248094e-01,1.016499570153658771e+00,1.518827993817091215e-01,2.788277076854947870e-02,-8.637583948148062074e-01,-1.282883798117828988e-01,-3.775530058850649628e-01,1.197107614096737160e+00,-1.374172861349306773e-01,-6.090262467425237025e-01,8.767530111006056615e-01,2.307867790554140319e-01,6.163878649929600551e-01,-1.233491635930984875e+00,1.727729684800029530e-01,-1.217120847612359891e-01,1.115980750864245419e+00,6.733631805360166256e-01,-1.061523759127403599e+00,8.101942638976511457e-01,3.748741423444372778e-01,5.125870956338467455e-01,-1.134102610598556993e+00,-7.462536471209529898e-01,7.684590692597779993e-02,2.121523361191532120e-01,3.151846278232958709e-01,2.964258017771414511e-01,-1.845099678957102807e+00,4.898329494940019679e-01,1.088713661411153527e-01,2.385015570192426382e-01,-1.854501276203582572e-01,-2.546987730247632364e-01,2.212056773666510323e-01,-4.016233134116820036e-01,-6.609552782317934527e-01,-1.662815640482674939e-01,-1.709298004140550886e-01,1.368994065526908943e-01,3.582438152902964190e-01,-5.076184328586795802e-01,1.638520576448094124e+00,-9.280991557602608077e-01,7.228346718987510577e-02,4.205001829135815439e-02,3.682760649356021654e-01,5.812329091932393332e-01,1.151665415653875535e-02,-2.456363431088138261e-01,-1.316400053837014195e+00,-3.030292779441182138e-01,-3.829379228135755264e-01,-9.329744315070671590e-01,-2.277399036871388671e-01,-1.408958340766941486e-01,-2.385134581103395129e-02,-5.955447959345501197e-01,1.631628110754042293e-01,7.569088465076775352e-01,2.950726870623348042e-01,2.917785034998192709e-02,8.332193990994725408e-02,-2.888311616537519444e-01,1.824393741874157926e-01,8.717864523157203838e-02,-2.343797317994719132e-01,8.474451557322253137e-02,1.335183769990374303e-01
Tana21,4,4.893951095465279288e-01,-9.826989018901272077e-01,3.217077115589889180e-01,2.601764321126956991e-01,2.407164546346236556e-01,-2.333627981459885370e-01,9.155472677021184169e-02,3.382062667970967551e-01,-4.246095034054088446e-02,5.296770842340597918e-01,5.919342691929637690e-01,9.321713977940196960e-01,1.647822824224392191e+00,2.697914135093414378e-01,8.838140044073465873e-01,-2.678143416208168537e-01,-6.260876864751829807e-01,9.474232174331578271e-01,-1.252548980299792447e-01,-6.402295859739050021e-01,2.302136969235638375e+00,1.659238003496798175e+00,1.350363378459303654e+00,-1.712587638547374558e-01,-1.167414732776423714e+00,8.588970917261047611e-02,-7.382891037799957923e-01,7.888400529798761385e-01,-2.706932119507225037e-02,-1.273161822586562852e+00,5.304909350617683650e-01,-6.465628827540116363e-01,-9.875002794201094281e-01,-1.001976567358090930e+00,-3.523071300487194413e-01,7.559489370508191142e-01,6.374216430616805873e-01,-8.837442787985045900e-01,-1.530510789580698638e+00,1.453663636047653474e-01,4.475110950996412096e-01,2.149460487365576489e-01,5.944440514517119745e-01,-2.921321184982925145e-01,-2.721900300076867674e-01,6.627987444269943795e-01,-4.018684838117419500e-01,5.472046242830707063e-01,-4.174003149103188703e-01,-5.228698731907644587e-02,1.032162708101799220e+00,1.801872281532833631e-01,-1.994229429100596585e-01,3.125389953147743038e-01,-9.018772240674129970e-01,-1.361149766841625031e-01,-1.496230221453506704e-01,2.555740951883845868e-01,-3.390350046197491141e-01,1.411148147769768713e+00,1.216618299464159669e+00,-1.112741047624848517e-01,-3.702347398310205651e-01,-5.639947806712372058e-01,4.434707512533064278e-01,-7.980674617351676825e-02,4.681449016046496658e-01,5.738930072585309849e-01,-1.071565811552893432e+00,4.866300539618443888e-01,1.261484272612247715e+00,5.237624684345025816e-01,6.109880806602490111e-01,-8.269292290682904722e-01,-5.617956200568519076e-01,4.072177149745317415e-01,-5.126576724042382072e-01,-5.662696563035205521e-01,-9.534724833809283817e-01,-1.763169503787708481e-01,-5.562595986704204076e-01,-6.199570758356335309e-01,5.061911218028056769e-01,-9.105482925042475417e-02,3.650424671780252428e-01,-6.435966424609582126e-02,3.400887972394183167e-01,-4.107663973152104325e-02,2.847769126311816001e-01,-3.031881625237916600e-01,-5.620277698218701518e-02,-5.402105748014351949e-01,1.978657516619813581e-02,5.010711137499244128e-01,-2.673270110494415652e-01,-1.463568044767819265e-01,-1.121246129688449056e+00,1.022566169836195971e-01,-2.850193506981142932e-01,6.458174852358479490e-02
Hawassa30,1,9.008029428623383073e-01,8.870253300698807131e-01,-8.829945375841342647e-01,2.163801044550120345e+00,3.823000579672980459e-01,-9.637412991239006077e-01,-2.106794162789147329e+00,1.256562301764375889e+00,1.196164483500827158e+00,2.517073083895807889e-02,2.766843951352545017e-01,-4.826247727729252035e-01,-7.526533447174834635e-01,-1.096200256581295607e+00,1.277385150423137716e+00,-5.410734162924494273e-01,5.845474174360811848e-01,1.203905283077835620e+00,-1.556898365639840298e+00,1.585145284218573147e+00,-3.612406589593957773e-01,3.804568337382309151e-01,1.244938251460211455e-02,3.395886501911818400e-01,6.560605248230306774e-01,-4.191581027764982870e-01,1.406980670281855694e+00,-5.844648885422005780e-01,-9.926866696330534090e-01,3.106316636320122226e-01,1.487317909855018661e+00,-7.822418982734541393e-01,-3.098980602582969146e-01,-2.649154261068064828e-02,-3.487887005901157966e-01,1.494945442751909326e+00,2.164253605817257342e-01,-5.667286210139447222e-01,7.356050102154018111e-01,-8.748755889130743757e-01,-8.525701186104140961e-01,1.119850827309046615e+00,-5.409016458119149107e-01,-1.483332054196484728e+00,-9.791967499587521662e-01,-1.072502019944204382e-01,2.276844710051406206e+00,-1.208050297918878080e+00,1.022214820811170988e+00,5.765645256282158071e-01,-8.943768911024285728e-02,-1.927483319960163310e+00,3.729334576256488343e-01,5.485976110130518224e-01,4.402918993863209618e-01,-2.205555002435255207e-01,1.278555638985566789e+00,-1.001432886635500452e+00,4.833532175620353782e-02,3.863380786740338579e-01,-4.403650179158419831e-01,9.061473867798459925e-02,-9.181361856502798791e-01,4.378411363904658460e-01,-1.270620394759933491e+00,1.155749102638359505e+00,-1.077311048101607487e-02,-2.711500325331643244e-02,-2.685635533442597978e-01,2.206847828548241797e-01,-2.035010717605814645e-01,3.497006352389892547e-01,6.162143279883406377e-01,-8.246678068012189833e-01,-6.452926017726173802e-01,-1.935964459652596004e-01,-9.365258126834773433e-01,1.082097116453465124e-01,-2.307448496505730695e-01,-1.538899257134849208e+00,-1.194109907306289964e-01,5.143748700683415526e-02,-2.289607691674543366e-01,-2.489586419254274374e-01,-3.532814382987241597e-01,-1.781328145238210425e-01,-1.744931474979140862e-01,4.705022836989018464e-01,1.719147743058556665e+00,1.604745601776302044e-01,-7.061324484580925320e-01,-8.225627852365032799e-01,-3.824602496596569701e-01,3.683553234862148029e-01,3.222517237978994031e-01,-1.533938209978389811e+00,-7.337484933618559912e-01,6.020104683962662628e-01,3.412679732067928073e-01,-5.166461031820907684e-03
Langano08,3,2.442381930488036201e-01,7.457443783875228327e-01,1.470400298083954505e-01,2.444483459991387830e-01,-4.792123946652575017e-01,4.041376137635470656e-01,-1.062384647862757436e-01,-1.128039483116932029e+00,-8.855874402102396070e-01,2.456400451301856414e-01,1.128761867788148798e+00,7.313377960570000003e-01,7.132808125808491606e-02,8.102474215707773375e-01,-4.943004973373366639e-01,1.339812364160437603e-03,7.429094363116799382e-01,-4.792500460377665528e-01,1.438913623028995892e-01,-6.812177163827759507e-01,1.602041094693567869e-01,8.317121643055052083e-01,5.444960536742359247e-01,9.017026434441348381e-02,-1.047332661132973852e+00,3.865707886201338317e-01,-8.626738312468033021e-01,1.313609530218254662e+00,2.936436809045672724e-01,-1.150603703215560492e+00,-6.103006882630860330e-01,-6.143138813939601900e-02,8.078026123669952430e-01,-5.085872494502366448e-02,2.097390013558185107e+00,-4.116645933684295877e-01,4.080961812993343929e-01,-5.269258695055941688e-01,-1.616312152439220995e+00,2.736915164169129167e-01,6.243023040880270047e-01,9.181393245910723921e-01,-5.172011045973538002e-01,-5.412727506204151329e-01,-1.464361717920940276e+00,-2.340346719728823854e-01,-6.480944679564514255e-01,-1.804519841959879800e+00,6.425572128063851418e-02,1.446367574067450201e+00,-3.243410278885511810e-01,-6.867423834116846981e-01,-1.694167633098240811e-01,-4.159752100991433443e-01,-5.697789583043216810e-01,6.662558556998231518e-01,-5.907148137915616548e-01,-1.465179683727875215e+00,-2.898955109253348872e-01,-8.443796629810734755e-01,3.882874975650204008e-01,-2.614750846137619544e-01,3.307245014034954633e-01,7.368589599850083882e-01,8.479731576896395451e-01,-1.258320629572536209e+00,-1.049973872992186141e+00,1.253483070009698386e+00,-4.559360651611472082e-01,-1.229639197808765516e+00,-5.549349058838715099e-01,8.113721191896218210e-01,-1.027142579631681318e+00,2.651328909798334466e-01,8.881274020302708516e-01,5.604802958259877399e-02,-2.842882737959505079e-01,1.586643261259926274e-02,6.842756478189779834e-01,-1.347688269485290968e+00,3.991834133471791612e-01,1.510793432113622936e-01,1.367000811818821715e+00,-3.649339415588856994e-01,4.969546579194887292e-01,1.263353834072217796e-01,3.281174147809065578e-01,-5.990035481478470265e-03,-8.029056042051341269e-01,1.485814340838044305e-02,7.450380899608115559e-01,9.224788190392573251e-01,-9.951163354657550919e-02,-2.886569739544904145e-01,-5.005936915756250549e-01,4.257601899329475081e-01,4.803664003002921512e-01,-3.519136515825025957e-01,-1.937949283406625867e-01,2.227636338491165990e-01
Chamo2,0,-3.484827319511641264e+00,-1.236453327148015063e-01,9.467542383933782446e-01,2.044344051852592103e-01,7.144225656497711352e-01,1.029419539379677895e+00,-3.182112269269050664e-01,-1.241028424829709653e+00,-1.247346212587850500e+00,-8.416481347371810307e-01,-1.352639846226042719e+00,-4.442935586902203027e-01,1.444952694719955799e+00,-4.745556029515602958e-01,1.034088803360178055e+00,1.028339096128484953e-01,-1.094765443062642341e+00,-9.167028498919520541e-01,7.065120368034255582e-01,-1.655991575873154487e+00,-1.953591947641397097e-01,-2.336161781526195025e+00,8.854513311564357614e-02,-1.032992276764758133e+00,-2.397535363832327404e-01,1.938893449063565200e+00,3.650005153596200813e-01,-1.674430061030202088e+00,-4.171529899837708721e-01,5.133678651568656104e-01,1.409992885555516384e+00,-1.441100365023004759e+00,-1.620222082955598220e+00,-7.703781810997998303e-01,1.181524039328824882e+00,-1.491636253185616989e-01,-1.186285382856744480e-01,-8.093971089069471603e-01,3.283027203414294881e+00,-1.085065806757918194e+00,-1.299450288006585019e+00,4.207791415820266723e-01,-1.679279575260180790e+00,-2.070736838001754787e+00,1.693531106065936598e+00,1.531026454109790214e+00,-7.754641623589821758e-04,-4.365850376830946455e-01,-3.182431100941927604e-01,7.332092797071285695e-01,-3.324224051859079321e-01,1.444666467079552541e-01,5.045001010539428288e-01,-7.984077073747208875e-01,-2.152142819231929738e-01,-7.185444916097443180e-01,-1.492100376111333171e+00,1.281942919256666480e+00,1.850812400552145909e-01,-1.741943020154371746e-01,-1.702316049287071476e+00,3.273677009399027504e-01,-1.340689620301855456e+00,-2.031390871170401624e+00,1.118219629203147436e+00,5.714099586389451702e-01,-8.844828036018628215e-01,7.484814286227680080e-01,-2.563303528862971858e-01,-3.855804064927084163e-01,-1.725498031532804788e+00,-1.206597451493263806e+00,-4.471534508814678510e-01,-1.134562478540890595e-01,1.233511847613912193e+00,-1.550127245625178563e-01,3.541156125963563217e-01,-1.521492044449724190e+00,-2.673018298076024202e-01,-4.600896082003655407e-02,-7.677488316590697082e-01,6.976157286390890500e-01,9.112700583167999691e-01,7.536251903298036847e-01,-1.122848968256630720e+00,1.103369669237286521e+00,-1.209412742700278098e+00,3.092551756507665450e-01,1.940349023122390326e+00,7.050259849995667016e-01,7.298306768375039111e-01,1.381593963470212572e+00,-3.193634986516401764e+00,9.259610228534629339e-01,-1.902183107881991964e+00,-1.820935761505895645e+00,1.231190548954062686e-01,1.545814915781061338e-01,2.081936955195999861e-01,5.584417105198361542e-01
Chamo15,0,-1.823799942019063813e+00,1.823197724892003713e+00,-5.221602708978696494e-01,9.954697861541424164e-02,-7.264368228968225427e-01,7.725839612196243600e-01,1.507702721966567516e+00,1.327103183798029828e+00,-4.619807446533022444e-01,1.574325966959270628e+00,1.110015560173910759e-01,-1.545065218350448077e+00,-1.274435003578003045e-01,-7.634140040758756462e-02,1.320693421551160651e-01,-1.792559426740521600e+00,1.207354720947183324e+00,5.999082646852662570e-01,-1.098709107886621350e+00,-1.928915015718666026e-01,1.717739803401685972e+00,1.228985518247260211e+00,-2.843923719094063052e-01,-4.908277781677229945e-01,1.528644843728428127e+00,-1.308283310578300496e+00,-2.945555170541056533e+00,5.584021490304887925e-01,-8.733292730189493591e-01,-5.382898988061813883e-01,5.672257356954600871e-01,-2.835872078896479187e-01,1.516141676822699291e-01,7.732054990156640439e-01,-1.529351955668144081e+00,-1.654665144049021430e+00,1.295382504502891885e-01,5.659920399837241600e-01,-6.780943383843751615e-01,-2.546551889897949450e-01,-1.506799801055646038e+00,8.199148546644263735e-01,-7.263030566901447216e-01,1.051379491661814214e+00,-1.448243809183854258e-01,7.749917718048475734e-01,-2.069898656572844997e-01,-9.168894415412058574e-02,-9.064373779962694444e-01,-9.952864965655946472e-01,3.983833724050602210e-01,-1.217016197525270682e+00,-1.684275768329130951e+00,1.566270829817990151e+00,-4.698177886082828825e-01,4.185757932795028391e-01,-4.493760770872142762e-01,-4.672182106414791702e-01,-1.759322301414421863e-01,5.310674337460923322e-01,-1.692118316294627833e+00,1.983464325963693486e+00,-5.560220978293867189e-01,-9.160965230371083123e-01,-1.728149997578141417e-01,-9.734466911019500068e-02,-2.475751159979402427e+00,5.414263825612900538e-01,9.101050548844537014e-01,-1.492260539719727275e+00,-6.286945761591198334e-01,-3.594640777402064447e-01,-2.466914804700647001e-02,-9.870284696389527990e-02,1.031504664620900291e+00,1.637382282550273960e+00,9.630732110939221879e-01,2.477436800712438103e-01,-1.832037632350217993e-01,7.564705438792522774e-01,-2.096288334422653055e+00,-1.712593332284993775e+00,3.865608681109796718e-01,-1.503405053584567552e+00,-3.605059184378393566e-01,5.128591408642950711e-01,-9.440621260769594958e-01,-1.062358100818204365e+00,2.300205988141057478e-01,-7.449661112306950050e-01,3.866135624438370444e-01,-1.999781140251529615e-02,-3.394164700769387588e-01,-1.566424190061967314e+00,-5.810082767788591340e-01,8.443338593588819441e-01,-1.493230533522553749e+00,-3.231642731789713952e-01,-2.372708284635882126e-01,4.512900633311027997e-03
